datum;nkp;rlm;slp
2023-05-22 00:00:00,000;997047,641;766326,515;230721,126
2023-05-23 00:00:00,000;1149783,92;827702,899;322081,021
2023-05-24 00:00:00,000;1351902,643;944770,487;407132,156
2023-05-25 00:00:00,000;1466913,531;1087392,422;379521,109
2023-05-26 00:00:00,000;2349652,125;2006124,827;343527,298
2023-05-27 00:00:00,000;2207802,737;1895276,061;312526,676
2023-05-28 00:00:00,000;812629,592;531970,511;280659,081
2023-05-29 00:00:00,000;1068617,634;775900,185;292717,449
2023-05-30 00:00:00,000;2113564,515;1835579,438;277985,077
2023-05-31 00:00:00,000;2152588,547;1907442,612;245145,935
2023-06-01 00:00:00,000;1820499,665;1553992,162;266507,503
2023-06-02 00:00:00,000;2191710,438;1898658,844;293051,594
2023-06-03 00:00:00,000;1925029,355;1638778,214;286251,141
2023-06-04 00:00:00,000;1933067,177;1655752,486;277314,691
2023-06-05 00:00:00,000;1024913,826;788521,988;236391,838
2023-06-06 00:00:00,000;776307,021;552017,509;224289,512
2023-06-07 00:00:00,000;951950,53;750341,441;201609,089
2023-06-08 00:00:00,000;1166593,651;964497,385;202096,266
2023-06-09 00:00:00,000;1819881,498;1624018,22;195863,278
2023-06-10 00:00:00,000;1894462,839;1695384,142;199078,697
2023-06-11 00:00:00,000;1932637,717;1730564,11;202073,607
2023-06-12 00:00:00,000;2037191,729;1840557,489;196634,24
2023-06-13 00:00:00,000;2181628,079;1979997,78;201630,299
2023-06-14 00:00:00,000;2139282,479;1931382,358;207900,121
2023-06-15 00:00:00,000;873912,241;668930,821;204981,42
2023-06-16 00:00:00,000;993241,654;767933,739;225307,915
2023-06-17 00:00:00,000;852815,294;631553,222;221262,072
2023-06-18 00:00:00,000;969492,426;759468,606;210023,82
2023-06-19 00:00:00,000;2007684,882;1816277,118;191407,764
2023-06-20 00:00:00,000;2035425,68;1843837,693;191587,987
2023-06-21 00:00:00,000;2172169,971;1986865,709;185304,262
2023-06-22 00:00:00,000;866224,016;682056,501;184167,515
2023-06-23 00:00:00,000;854190,939;644066,085;210124,854
2023-06-24 00:00:00,000;917612,336;721168,211;196444,125
2023-06-25 00:00:00,000;2036451,481;1839814,839;196636,642
2023-06-26 00:00:00,000;1957891,435;1772562,954;185328,481
2023-06-27 00:00:00,000;2018044,126;1811985,396;206058,73
2023-06-28 00:00:00,000;2114634,953;1907306,068;207328,885
2023-06-29 00:00:00,000;1567213,213;1372119,673;195093,54
2023-06-30 00:00:00,000;926148,084;726418,626;199729,458
2023-07-01 00:00:00,000;924390,888;726183,31;198207,578
2023-07-02 00:00:00,000;1003310,739;786651,032;216659,707
2023-07-03 00:00:00,000;1993645,36;1783338,242;210307,118
2023-07-04 00:00:00,000;2156866,49;1949152,997;207713,493
2023-07-05 00:00:00,000;2080184,335;1871195,379;208988,956
2023-07-06 00:00:00,000;967893,73;757857,841;210035,889
2023-07-07 00:00:00,000;1005187,65;807279,87;197907,78
2023-07-08 00:00:00,000;1862543,683;1678450,099;184093,584
2023-07-09 00:00:00,000;1970380,624;1784495,418;185885,206
2023-07-10 00:00:00,000;1864880,661;1681173,182;183707,479
2023-07-11 00:00:00,000;2043641,274;1865553,101;178088,173
2023-07-12 00:00:00,000;1924036,181;1744221,443;179814,738
2023-07-13 00:00:00,000;791859,886;604645,263;187214,623
2023-07-14 00:00:00,000;523711,094;330811,399;192899,695
2023-07-15 00:00:00,000;458767,028;287367,092;171399,936
2023-07-16 00:00:00,000;546952,063;362550,741;184401,322
2023-07-17 00:00:00,000;536668,339;338158,189;198510,15
2023-07-18 00:00:00,000;579235,607;381461,259;197774,348
2023-07-19 00:00:00,000;539740,39;349608,989;190131,401
2023-07-20 00:00:00,000;623181,727;405413,331;217768,396
2023-07-21 00:00:00,000;564194,489;351908,28;212286,209
2023-07-22 00:00:00,000;495952,536;284079,628;211872,908
2023-07-23 00:00:00,000;510720,678;296554,649;214166,029
2023-07-24 00:00:00,000;605808,613;411766,203;194042,41
2023-07-25 00:00:00,000;571437,292;364999,17;206438,122
2023-07-26 00:00:00,000;612293,368;385733,666;226559,702
2023-07-27 00:00:00,000;665573,949;422871,783;242702,166
2023-07-28 00:00:00,000;559162,638;346746,65;212415,988
2023-07-29 00:00:00,000;488587,456;265597,251;222990,205
2023-07-30 00:00:00,000;513349,956;298874,471;214475,485
2023-07-31 00:00:00,000;610261,865;378858,035;231403,83
2023-08-01 00:00:00,000;553279,037;325421,589;227857,448
2023-08-02 00:00:00,000;664813,702;455416,816;209396,886
2023-08-03 00:00:00,000;723584,995;513629,071;209955,924
2023-08-04 00:00:00,000;690449,502;483159,37;207290,132
2023-08-05 00:00:00,000;819937,128;609998,968;209938,16
2023-08-06 00:00:00,000;881960,513;643963,468;237997,045
2023-08-07 00:00:00,000;2069783,354;1829431,366;240351,988
2023-08-08 00:00:00,000;2063825,553;1812167,387;251658,166
2023-08-09 00:00:00,000;2058933,981;1803945,554;254988,427
2023-08-10 00:00:00,000;1842650,955;1602673,166;239977,789
2023-08-11 00:00:00,000;2067381,234;1855839,431;211541,803
2023-08-12 00:00:00,000;2242362,936;2048479,427;193883,509
2023-08-13 00:00:00,000;2226891,473;2023108,196;203783,277
2023-08-14 00:00:00,000;1783888,368;1593094,482;190793,886
2023-08-15 00:00:00,000;1889613,445;1712620,581;176992,864
2023-08-16 00:00:00,000;1657124,234;1477169,212;179955,022
2023-08-17 00:00:00,000;927338,192;740219,329;187118,863
2023-08-18 00:00:00,000;861257,615;685943,045;175314,57
2023-08-19 00:00:00,000;2121020,888;1958126,05;162894,838
2023-08-20 00:00:00,000;2069383,436;1898993,731;170389,705
2023-08-21 00:00:00,000;1636572,926;1462220,073;174352,853
2023-08-22 00:00:00,000;1858861,35;1682493,487;176367,863
2023-08-23 00:00:00,000;824976,42;633128,126;191848,294
2023-08-24 00:00:00,000;828032,157;646304,369;181727,788
2023-08-25 00:00:00,000;1865277,088;1689405,299;175871,789
2023-08-26 00:00:00,000;768070,877;580322,003;187748,874
2023-08-27 00:00:00,000;956150,804;739565,739;216585,065
2023-08-28 00:00:00,000;1885472,513;1671354,508;214118,005
2023-08-29 00:00:00,000;2138377,51;1908151,118;230226,392
2023-08-30 00:00:00,000;2088280,526;1860639,679;227640,847
2023-08-31 00:00:00,000;1083298,162;825510,595;257787,567
2023-09-01 00:00:00,000;1071860,902;826523,358;245337,544
2023-09-02 00:00:00,000;2075762,733;1848845,363;226917,37
2023-09-03 00:00:00,000;1907382,576;1665243,978;242138,598
2023-09-04 00:00:00,000;1772940,734;1549501,489;223439,245
2023-09-05 00:00:00,000;1863002,819;1658428,713;204574,106
2023-09-06 00:00:00,000;1258186,338;1055493,903;202692,435
2023-09-07 00:00:00,000;932878,277;734202,853;198675,424
2023-09-08 00:00:00,000;1021202,38;829213,544;191988,836
2023-09-09 00:00:00,000;1887799,712;1700165,944;187633,768
2023-09-10 00:00:00,000;1971748,799;1776553,546;195195,253
2023-09-11 00:00:00,000;1862594,418;1673855,034;188739,384
2023-09-12 00:00:00,000;1532826,594;1348606,301;184220,293
2023-09-13 00:00:00,000;842306,598;627514,853;214791,745
2023-09-14 00:00:00,000;1605242,01;1360076,716;245165,294
2023-09-15 00:00:00,000;2243599,172;2024864,962;218734,21
2023-09-16 00:00:00,000;1919885,754;1708521,432;211364,322
2023-09-17 00:00:00,000;1432476,568;1220570,464;211906,104
2023-09-18 00:00:00,000;666244,314;462021,408;204222,906
2023-09-19 00:00:00,000;818201,751;601856,696;216345,055
2023-09-20 00:00:00,000;724527,761;511861,177;212666,584
2023-09-21 00:00:00,000;710992,781;509896,147;201096,634
2023-09-22 00:00:00,000;890097,057;673559,553;216537,504
2023-09-23 00:00:00,000;989570,602;739626,935;249943,667
2023-09-24 00:00:00,000;951197,961;675701,064;275496,897
2023-09-25 00:00:00,000;1062304,465;788378,417;273926,048
2023-09-26 00:00:00,000;929305,602;672561,136;256744,466
2023-09-27 00:00:00,000;880048,093;645844,639;234203,454
2023-09-28 00:00:00,000;915128,483;688253,239;226875,244
2023-09-29 00:00:00,000;1029358,825;803764,269;225594,556
2023-09-30 00:00:00,000;1763744,078;1500358,502;263385,576
2023-10-01 00:00:00,000;2235413,889;1966992,762;268421,127
2023-10-02 00:00:00,000;1804916,622;1571373,425;233543,197
2023-10-03 00:00:00,000;1855198,412;1593062,524;262135,888
2023-10-04 00:00:00,000;2226126,255;1912444,192;313682,063
2023-10-05 00:00:00,000;2121209,243;1746748,898;374460,345
2023-10-06 00:00:00,000;2277073,25;1917742,912;359330,338
2023-10-07 00:00:00,000;2203092,152;1837119,193;365972,959
2023-10-08 00:00:00,000;2175784,315;1732925,244;442859,071
2023-10-09 00:00:00,000;2159683,1;1586697,252;572985,848
2023-10-10 00:00:00,000;2358231,115;1882946,781;475284,334
2023-10-11 00:00:00,000;2302023,227;1952884,766;349138,461
2023-10-12 00:00:00,000;1929885,468;1486171,116;443714,352
2023-10-13 00:00:00,000;2378432,256;2025191,323;353240,933
2023-10-14 00:00:00,000;2195040,544;1736818,295;458222,249
2023-10-15 00:00:00,000;1851351,593;1141512,783;709838,81
2023-10-16 00:00:00,000;2999684,141;2134471,514;865212,627
2023-10-17 00:00:00,000;3188911,271;2222412,563;966498,708
2023-10-18 00:00:00,000;2831794,729;1787019,976;1044774,753
2023-10-19 00:00:00,000;2334735,342;1184822,255;1149913,087
2023-10-20 00:00:00,000;2418893,403;1184672,242;1234221,161
2023-10-21 00:00:00,000;1837380,797;929424,976;907955,821
2023-10-22 00:00:00,000;1698503,741;896799,077;801704,664
2023-10-23 00:00:00,000;1940644,307;1105412,908;835231,399
2023-10-24 00:00:00,000;1948531,396;1094847,347;853684,049
2023-10-25 00:00:00,000;2038314,223;1135465,245;902848,978
2023-10-26 00:00:00,000;2097583,85;1183763,041;913820,809
2023-10-27 00:00:00,000;2018711,764;1113465,854;905245,91
2023-10-28 00:00:00,000;1815444,032;932711,117;882732,915
2023-10-29 00:00:00,000;1757544,983;903960,358;853584,625
2023-10-30 00:00:00,000;1635713,789;854458,968;781254,821
2023-10-31 00:00:00,000;1827353,126;955516,153;871836,973
2023-11-01 00:00:00,000;2131152,395;1255173,288;875979,107
2023-11-02 00:00:00,000;2243231,068;1318325,176;924905,892
2023-11-03 00:00:00,000;3326725,457;2386667,302;940058,155
2023-11-04 00:00:00,000;3278979,277;2316855,371;962123,906
2023-11-05 00:00:00,000;3625340,635;2624048,569;1001292,066
2023-11-06 00:00:00,000;2817416,458;1830031,585;987384,873
2023-11-07 00:00:00,000;2933438,275;1896670,299;1036767,976
2023-11-08 00:00:00,000;2980297,584;1881409,958;1098887,626
2023-11-09 00:00:00,000;3177923,363;2062601,895;1115321,468
2023-11-10 00:00:00,000;3236941,18;2102654,992;1134286,188
2023-11-11 00:00:00,000;3680917,116;2431775,483;1249141,633
2023-11-12 00:00:00,000;3776139,736;2522655,026;1253484,71
2023-11-13 00:00:00,000;3693949,155;2444250,679;1249698,476
2023-11-14 00:00:00,000;3466598,242;2349058,829;1117539,413
2023-11-15 00:00:00,000;2565494,317;1375291,464;1190202,853
2023-11-16 00:00:00,000;3446258,93;2095567,403;1350691,527
2023-11-17 00:00:00,000;4264105,433;2738786,318;1525319,115
2023-11-18 00:00:00,000;4025176,916;2564322,666;1460854,25
2023-11-19 00:00:00,000;2420632,114;1152271,657;1268360,457
2023-11-20 00:00:00,000;2630179,464;1395972,01;1234207,454
2023-11-21 00:00:00,000;2999032,447;1439986,465;1559045,982
2023-11-22 00:00:00,000;3594382,753;1786011,247;1808371,506
2023-11-23 00:00:00,000;2913981,989;1397641,022;1516340,967
2023-11-24 00:00:00,000;3348194,757;1698593,04;1649601,717
2023-11-25 00:00:00,000;3526335,151;1722393,039;1803942,112
2023-11-26 00:00:00,000;3679284,635;1837661,513;1841623,122
2023-11-27 00:00:00,000;3964504,519;1991648,248;1972856,271
2023-11-28 00:00:00,000;4095145,051;1951614,188;2143530,863
2023-11-29 00:00:00,000;5027482,707;2809995,332;2217487,375
2023-11-30 00:00:00,000;5418912,048;3172481,755;2246430,293
2023-12-01 00:00:00,000;5807538,421;3397987,054;2409551,367
2023-12-02 00:00:00,000;5611906,304;3232993,529;2378912,775
2023-12-03 00:00:00,000;5455359,191;3077502,736;2377856,455
2023-12-04 00:00:00,000;5711294,171;3294650,177;2416643,994
2023-12-05 00:00:00,000;5420969,928;3101917,736;2319052,192
2023-12-06 00:00:00,000;5376579,268;3202732,128;2173847,14
2023-12-07 00:00:00,000;5318210,314;3206117,077;2112093,237
2023-12-08 00:00:00,000;5454713,9;3362781,745;2091932,155
2023-12-09 00:00:00,000;4882317,01;3034365,687;1847951,323
2023-12-10 00:00:00,000;4651896,287;2990550,954;1661345,333
2023-12-11 00:00:00,000;4436684,548;2859259,915;1577424,633
2023-12-12 00:00:00,000;3231428,095;1644383,648;1587044,447
2023-12-13 00:00:00,000;4369412,475;2729540,534;1639871,941
2023-12-14 00:00:00,000;4972175,289;3170973,781;1801201,508
2023-12-15 00:00:00,000;4681518,794;2905886,447;1775632,347
2023-12-16 00:00:00,000;3212645,598;1725598,56;1487047,038
2023-12-17 00:00:00,000;2809867,055;1358649,267;1451217,788
2023-12-18 00:00:00,000;3853317,687;2281787,562;1571530,125
2023-12-19 00:00:00,000;4351915,219;2807227,472;1544687,747
2023-12-20 00:00:00,000;3298211,042;1671021,263;1627189,779
2023-12-21 00:00:00,000;3179063,751;1577273,198;1601790,553
2023-12-22 00:00:00,000;3425287,821;1630931,963;1794355,858
2023-12-23 00:00:00,000;3349402,449;1542587,147;1806815,302
2023-12-24 00:00:00,000;2637045,438;1208422,214;1428623,224
2023-12-25 00:00:00,000;2472374,642;1193936,566;1278438,076
2023-12-26 00:00:00,000;2684754,915;1275609,468;1409145,447
2023-12-27 00:00:00,000;3137927,517;1508200,709;1629726,808
2023-12-28 00:00:00,000;2862861,892;1377705,973;1485155,919
2023-12-29 00:00:00,000;2596698,542;1265549,645;1331148,897
2023-12-30 00:00:00,000;2749901,802;1298946,3;1450955,502
2023-12-31 00:00:00,000;2732094,223;1217405,613;1514688,61
2024-01-01 00:00:00,000;2783042,822;1321710,592;1461332,23
2024-01-02 00:00:00,000;3057456,531;1472052,88;1585403,651
2024-01-03 00:00:00,000;2885948,009;1488399,324;1397548,685
2024-01-04 00:00:00,000;4440790,509;2881341,407;1559449,102
2024-01-05 00:00:00,000;5370187,484;3594788,924;1775398,56
2024-01-06 00:00:00,000;5348961,391;3459199,021;1889762,37
2024-01-07 00:00:00,000;5382359,855;3159122,765;2223237,09
2024-01-08 00:00:00,000;5885861,307;3357331,458;2528529,849
2024-01-09 00:00:00,000;6130919,811;3408492,191;2722427,62
2024-01-10 00:00:00,000;6414502,423;3636510,733;2777991,69
2024-01-11 00:00:00,000;5876670,064;3150009,991;2726660,073
2024-01-12 00:00:00,000;5839336,18;3388929,635;2450406,545
2024-01-13 00:00:00,000;5447096,728;3285931,237;2161165,491
2024-01-14 00:00:00,000;5210199,513;3167344,475;2042855,038
2024-01-15 00:00:00,000;5247992,193;3109311,099;2138681,094
2024-01-16 00:00:00,000;5598872,574;3358573,698;2240298,876
2024-01-17 00:00:00,000;5526784,718;3225651,564;2301133,154
2024-01-18 00:00:00,000;5193675,118;2862501,841;2331173,277
2024-01-19 00:00:00,000;6069730,579;3771117,438;2298613,141
2024-01-20 00:00:00,000;5340247,732;3125392,751;2214854,981
2024-01-21 00:00:00,000;5160540,603;2969331,611;2191208,992
2024-01-22 00:00:00,000;4644019,501;2745872,915;1898146,586
2024-01-23 00:00:00,000;3522759,71;1645764,389;1876995,321
2024-01-24 00:00:00,000;3189915,546;1539680,777;1650234,769
2024-01-25 00:00:00,000;3451743,773;1828568,497;1623175,276
2024-01-26 00:00:00,000;3347997,107;1749563,777;1598433,33
2024-01-27 00:00:00,000;3360173,998;1740316,559;1619857,439
2024-01-28 00:00:00,000;3436534,858;1750736,015;1685798,843
2024-01-29 00:00:00,000;3525228,496;1897632,279;1627596,217
2024-01-30 00:00:00,000;3259805,272;1704813,476;1554991,796
2024-01-31 00:00:00,000;3396682,995;1808924,667;1587758,328
2024-02-01 00:00:00,000;3652109,815;2743803,256;908306,559
2024-02-02 00:00:00,000;3780918,656;2878551,581;902367,075
2024-02-03 00:00:00,000;3471717,458;2706124,154;765593,304
2024-02-04 00:00:00,000;3288079,677;2478144,682;809934,995
2024-02-05 00:00:00,000;3492646,397;2729095,841;763550,556
2024-02-06 00:00:00,000;2464616,972;1735670,463;728946,509
2024-02-07 00:00:00,000;3798639,965;2827872,872;970767,093
2024-02-08 00:00:00,000;4050814,895;2980991,703;1069823,192
2024-02-09 00:00:00,000;3857936,417;2907911,184;950025,233
2024-02-10 00:00:00,000;2733529,026;2116051,842;617477,184
2024-02-11 00:00:00,000;3149083,31;2427216,616;721866,694
2024-02-12 00:00:00,000;3175023,734;2365677,235;809346,499
2024-02-13 00:00:00,000;2841597,344;1959215,836;882381,508
2024-02-14 00:00:00,000;3219486,585;2358664,886;860821,699
2024-02-15 00:00:00,000;3473926,251;2326571,718;1147354,533
2024-02-16 00:00:00,000;3294165,175;2294951,671;999213,504
2024-02-17 00:00:00,000;3313843,582;2221115,682;1092727,9
2024-02-18 00:00:00,000;3330430,54;2154623,516;1175807,024
2024-02-19 00:00:00,000;2431897,211;1203728,51;1228168,701
2024-02-20 00:00:00,000;2295731,392;1111711,185;1184020,207
2024-02-21 00:00:00,000;2072257,649;963862,218;1108395,431
2024-02-22 00:00:00,000;2021772,355;948699,784;1073072,571
2024-02-23 00:00:00,000;2524054,919;1323236,445;1200818,474
2024-02-24 00:00:00,000;3034926,917;1758807,3;1276119,617
2024-02-25 00:00:00,000;4233105,169;2944315,471;1288789,698
2024-02-26 00:00:00,000;4236439,768;2890019,444;1346420,324
2024-02-27 00:00:00,000;3436052,015;1962775,518;1473276,497
2024-02-28 00:00:00,000;3986328,782;2515042,144;1471286,638
2024-02-29 00:00:00,000;4099180,43;2731283,431;1367896,999
2024-03-01 00:00:00,000;4191527,778;2912340,949;1279186,829
2024-03-02 00:00:00,000;3637658,959;2519653,48;1118005,479
2024-03-03 00:00:00,000;3556978,98;2467236,432;1089742,548
2024-03-04 00:00:00,000;3759464,223;2640607,441;1118856,782
2024-03-05 00:00:00,000;3116592,882;1807081,844;1309511,038
2024-03-06 00:00:00,000;4064785,51;2748061,344;1316724,166
2024-03-07 00:00:00,000;4010501,335;2664494,073;1346007,262
2024-03-08 00:00:00,000;4186118,842;2807566,807;1378552,035
2024-03-09 00:00:00,000;4262215,656;2877445,055;1384770,601
2024-03-10 00:00:00,000;3893468,201;2677911,32;1215556,881
2024-03-11 00:00:00,000;3743272,065;2612468,409;1130803,656
2024-03-12 00:00:00,000;2682276,652;1586868,034;1095408,618
2024-03-13 00:00:00,000;3246828,519;2296354,193;950474,326
2024-03-14 00:00:00,000;3324218,004;2436780,238;887437,766
2024-03-15 00:00:00,000;2683117,884;1901630,159;781487,725
2024-03-16 00:00:00,000;3001275,201;1990832,433;1010442,768
2024-03-17 00:00:00,000;3364788,151;2180604,822;1184183,329
2024-03-18 00:00:00,000;3896010,1;2574796,873;1321213,227
2024-03-19 00:00:00,000;3079079,044;1817566,201;1261512,843
2024-03-20 00:00:00,000;3217437,475;2281951,001;935486,474
2024-03-21 00:00:00,000;3681800,793;2715004,816;966795,977
2024-03-22 00:00:00,000;3739996,254;2745356,704;994639,55
2024-03-23 00:00:00,000;3678862,158;2484902,686;1193959,472
2024-03-24 00:00:00,000;3847862,101;2552819,269;1295042,832
2024-03-25 00:00:00,000;4155317,058;2815407,049;1339910,009
2024-03-26 00:00:00,000;3003999,473;1835095,218;1168904,255
2024-03-27 00:00:00,000;3151257,693;2222510,884;928746,809
2024-03-28 00:00:00,000;3712424,255;2687085,703;1025338,552
2024-03-29 00:00:00,000;3123486,241;2151904,039;971582,202
2024-03-30 00:00:00,000;2407443,656;1683484,35;723959,306
2024-03-31 00:00:00,000;1495775,421;832067,272;663708,149
2024-04-01 00:00:00,000;2313437,521;1548341,102;765096,419
2024-04-02 00:00:00,000;2173527,859;1352885,555;820642,304
2024-04-03 00:00:00,000;2901159,715;2089707,611;811452,104
2024-04-04 00:00:00,000;3120378,049;2342432,332;777945,717
2024-04-05 00:00:00,000;2883317,836;2250857,126;632460,71
2024-04-06 00:00:00,000;2239984,829;1805468,946;434515,883
2024-04-07 00:00:00,000;1785812,517;1412516,764;373295,753
2024-04-08 00:00:00,000;1940579,685;1607568,777;333010,908
2024-04-09 00:00:00,000;1294427,651;949250,226;345177,425
2024-04-10 00:00:00,000;2439022,469;1918499,428;520523,041
2024-04-11 00:00:00,000;2589070,024;2067508,837;521561,187
2024-04-12 00:00:00,000;2351820,865;1911271,211;440549,654
2024-04-13 00:00:00,000;2159655,456;1809969,582;349685,874
2024-04-14 00:00:00,000;2229915,563;1791449,626;438465,937
2024-04-15 00:00:00,000;2678114,552;2091026,789;587087,763
2024-04-16 00:00:00,000;2359996,158;1549602,989;810393,169
2024-04-17 00:00:00,000;2910429,893;2056622,157;853807,736
2024-04-18 00:00:00,000;3327175,368;2477497,824;849677,544
2024-04-19 00:00:00,000;3440546,16;2429755,201;1010790,959
2024-04-20 00:00:00,000;3187759,822;2153385,523;1034374,299
2024-04-21 00:00:00,000;3340670,847;2256776,118;1083894,729
2024-04-22 00:00:00,000;3754425,186;2502450,275;1251974,911
2024-04-23 00:00:00,000;2886183,334;1743562,446;1142620,888
2024-04-24 00:00:00,000;2510537,035;1358809,035;1151728
2024-04-25 00:00:00,000;3569632,52;2429978,368;1139654,152
2024-04-26 00:00:00,000;3182331,271;2288761,22;893570,051
2024-04-27 00:00:00,000;2907735,857;2276468,623;631267,234
2024-04-28 00:00:00,000;2315131,521;1841834,182;473297,339
2024-04-29 00:00:00,000;2412239,708;2001621,635;410618,073
2024-04-30 00:00:00,000;1037659,408;723575,495;314083,913
2024-05-01 00:00:00,000;843602,498;576750,011;266852,487
2024-05-02 00:00:00,000;1891733,504;1641670,54;250062,964
2024-05-03 00:00:00,000;2042438,085;1791946,168;250491,917
2024-05-04 00:00:00,000;2126194,873;1855718,657;270476,216
2024-05-05 00:00:00,000;2108670,498;1796637,443;312033,055
2024-05-06 00:00:00,000;2205859,597;1879149,023;326710,574
2024-05-07 00:00:00,000;1503860,332;1069696,461;434163,871
2024-05-08 00:00:00,000;2124797,698;1739580,487;385217,211
2024-05-09 00:00:00,000;2190943,619;1844871,191;346072,428
2024-05-10 00:00:00,000;2098487,019;1811499,822;286987,197
2024-05-11 00:00:00,000;2139458,137;1835180,866;304277,271
2024-05-12 00:00:00,000;2114508,744;1801067,468;313441,276
2024-05-13 00:00:00,000;1891133,184;1618273,139;272860,045
2024-05-14 00:00:00,000;1226708,393;978829,73;247878,663
2024-05-15 00:00:00,000;1869678,447;1641194,454;228483,993
2024-05-16 00:00:00,000;1815200,237;1593230,992;221969,245
2024-05-17 00:00:00,000;2006405,528;1784933,183;221472,345
2024-05-18 00:00:00,000;926170,513;677487,015;248683,498
2024-05-19 00:00:00,000;781341,505;524931,516;256409,989
2024-05-20 00:00:00,000;857079,958;600401,878;256678,08
2024-05-21 00:00:00,000;871047,961;648963,647;222084,314
2024-05-22 00:00:00,000;973413,661;752180,705;221232,956
2024-05-23 00:00:00,000;988053,037;767177,608;220875,429
2024-05-24 00:00:00,000;913946,485;698875,976;215070,509
2024-05-25 00:00:00,000;854849,427;637314,601;217534,826
2024-05-26 00:00:00,000;926714,869;705814,556;220900,313
2024-05-27 00:00:00,000;960092,394;753403,814;206688,58
2024-05-28 00:00:00,000;915661,087;678041,409;237619,678
2024-05-29 00:00:00,000;948730,427;705496,586;243233,841
2024-05-30 00:00:00,000;1168573,701;919848,574;248725,127
2024-05-31 00:00:00,000;2137868,205;1899917,924;237950,281
2024-06-01 00:00:00,000;2168547,396;1952119,314;216428,082
2024-06-02 00:00:00,000;1957175,41;1725619,961;231555,449
2024-06-03 00:00:00,000;1815404,095;1542527,746;272876,349
2024-06-04 00:00:00,000;1280947,477;1030303,166;250644,311
2024-06-05 00:00:00,000;1950960,538;1690850,886;260109,652
2024-06-06 00:00:00,000;2250143,262;1993122,041;257021,221
2024-06-07 00:00:00,000;1885663,327;1630887,696;254775,631
2024-06-08 00:00:00,000;1694894,946;1460166,726;234728,22
2024-06-09 00:00:00,000;1955619,321;1699444,076;256175,245
2024-06-10 00:00:00,000;2144797,723;1883593,037;261204,686
2024-06-11 00:00:00,000;1472093,764;1151253,547;320840,217
2024-06-12 00:00:00,000;2049705,056;1730497,425;319207,631
2024-06-13 00:00:00,000;2144475,467;1843885,623;300589,844
2024-06-14 00:00:00,000;1996130,238;1692604,189;303526,049
2024-06-15 00:00:00,000;2166964,065;1876290,241;290673,824
2024-06-16 00:00:00,000;1929968,802;1667814,922;262153,88
2024-06-17 00:00:00,000;1712228,391;1483330,939;228897,452
2024-06-18 00:00:00,000;1109126,243;890321,038;218805,205
2024-06-19 00:00:00,000;1799971,138;1549016,141;250954,997
2024-06-20 00:00:00,000;1877860,419;1643317,69;234542,729
2024-06-21 00:00:00,000;1962191,133;1743222,912;218968,221
2024-06-22 00:00:00,000;1859658,023;1628785,676;230872,347
2024-06-23 00:00:00,000;1904916,548;1672077,988;232838,56
2024-06-24 00:00:00,000;2049704,628;1842721,344;206983,284
2024-06-25 00:00:00,000;1114712,086;920670,676;194041,41
2024-06-26 00:00:00,000;1481575,178;1302112,03;179463,148
2024-06-27 00:00:00,000;1940109,583;1762965,305;177144,278
2024-06-28 00:00:00,000;1963458,203;1782040,831;181417,372
2024-06-29 00:00:00,000;1777731,135;1597651,205;180079,93
2024-06-30 00:00:00,000;1773444,526;1575767,966;197676,56
2024-07-01 00:00:00,000;1871332,938;1677569,776;193763,162
2024-07-02 00:00:00,000;1137356,895;905130,22;232226,675
2024-07-03 00:00:00,000;1854141,109;1615581,028;238560,081
2024-07-04 00:00:00,000;2143067,056;1893564,298;249502,758
2024-07-05 00:00:00,000;2168453,236;1939066,61;229386,626
2024-07-06 00:00:00,000;1787193,974;1577343,078;209850,896
2024-07-07 00:00:00,000;1878632,209;1652789,786;225842,423
2024-07-08 00:00:00,000;1873470,096;1673578,275;199891,821
2024-07-09 00:00:00,000;1010165,065;825039,231;185125,834
2024-07-10 00:00:00,000;1552987,834;1374269,482;178718,352
2024-07-11 00:00:00,000;2023907,31;1843981,42;179925,89
2024-07-12 00:00:00,000;2150988,796;1967985,168;183003,628
2024-07-13 00:00:00,000;1722620,178;1524315,493;198304,685
2024-07-14 00:00:00,000;1878395,342;1674914,998;203480,344
2024-07-15 00:00:00,000;883680,389;701496,401;182183,988
2024-07-16 00:00:00,000;794378,154;609802,044;184576,11
2024-07-17 00:00:00,000;1617051,371;1429198,03;187853,341
2024-07-18 00:00:00,000;1670360,182;1486644,237;183715,945
2024-07-19 00:00:00,000;1624769,845;1451280,456;173489,389
2024-07-20 00:00:00,000;721059,912;555613,469;165446,443
2024-07-21 00:00:00,000;777666,812;602261,836;175404,976
2024-07-22 00:00:00,000;877989,493;692669,032;185320,461
2024-07-23 00:00:00,000;815453,04;635288,013;180165,027
2024-07-24 00:00:00,000;841019,108;655546,726;185472,382
2024-07-25 00:00:00,000;903858,745;716090,798;187767,947
2024-07-26 00:00:00,000;889995,234;710421,192;179574,042
2024-07-27 00:00:00,000;917495,189;729202,661;188292,528
2024-07-28 00:00:00,000;927052,203;722414,995;204637,208
2024-07-29 00:00:00,000;988700,215;789967,032;198733,183
2024-07-30 00:00:00,000;791752,76;603750,662;188002,098
2024-07-31 00:00:00,000;957169,508;783879,272;173290,236
2024-08-01 00:00:00,000;1774550,1;1604660,247;169889,853
2024-08-02 00:00:00,000;1696222,711;1521561,497;174661,214
